index,state,Year,Month,text,loc_name,likes_count
97005,GA,2021,3,"Georgia Democrats are placing an early bet that the $1.9T stimulus plan, made possible because voters ousted Republican incumbents in January’s Senate runoffs, will carry them to victory in the 2022 elections. #gapol #gasen

https://t.co/A1QF8z7hmU",Dunwoody,295
94261,GA,2021,3,Updates: Biden is canceling a planned rally in Atlanta touting the coronavirus relief plan and instead narrowing his trip to a meeting with Asian-American leaders and a visit to the CDC. #gapol https://t.co/hWUrNiEfSl,Savannah,238
129024,GA,2021,4,"Black female Long COVID patients, along with allies from the ME/CFS community, are fighting for recognition of their chronic diseases. 
https://t.co/Ss158cxf7h

#MECFS #pwme #COVID19 #LongCovid #longhaulers",Atlanta,386
135797,GA,2021,4,"It’s a beautiful day in Atlanta for vaccinations! This is apparently a popular event, since I’m having to come pull more vaccines from cold storage.
https://t.co/sbOTKaVbuC",Atlanta,112
125280,GA,2021,4,What restrictions? https://t.co/BTBG4pbVZZ,Atlanta,104
139135,GA,2021,4,Only in 2021 is a 16 year old’s favorite birthday present a shot in the arm. He sprang out of bed. Science rocks. So does my boy. #COVID19 https://t.co/Ahcxib0Nly,Atlanta,89
129035,GA,2021,4,"Thanks to @Jamie_Ducharme for this beautiful article and to @chiluvs1 , @CynthiaAdinig and @AshantiRN for their friendship, their dedication, and their participation in this interview. #solidarity #MECFS #LongCovid https://t.co/MDHEg0KuGG",Atlanta,79
156878,GA,2021,5,"Georgia is at a major turning point in the vaccination effort, and the numbers are troubling. At the moment when the state is running out of people eager to get the shot, only about 25% of all Georgians are fully vaccinated. #gapol

https://t.co/yYdiy3sQ97",Dunwoody,229
165319,GA,2021,5,Great crowd at the Benz last night! https://t.co/aictg7wjdD,Bethlehem,94
156624,GA,2021,5,"Mas Guga Chara nunca vai admitir que EUA falsificou ou escondeu dados.

Já se fosse a China.... https://t.co/sBEW1LHhC5",Calhoun,86
175991,GA,2021,5,Oh anyway im vaccinated and enjoying my holiday with friends how bout yall? https://t.co/6NfxJIp0PY,Atlanta,79
169234,GA,2021,5,"University of Indiana, in a state led by a Republican governor, will require the Covid vaccine for all Indiana university students, faculty, and staff for fall 2021. Cc @joshuasweitz @MatthewBoedy https://t.co/MGdbxSlFe7",Athens,75
178207,GA,2021,6,We’re leaving $710 million off the table + leaving hundreds of thousands of Georgians without health insurance. It’s both fiscally irresponsible &amp; cruel. New leadership in Georgia is long overdue. https://t.co/2NIycrCVMu,Atlanta,291
190354,GA,2021,6,"Someone told me today they hadn't yet gotten their COVID-19 vaccine because ""Mercury is in retrograde and it's not the right time""🤔
Well news flash the virus dgaf were Mercury is.
I try to be patient with these excuses but some of them are just 🤯🙄",Druid Hills,60
178409,GA,2021,6,"This past legislative session, Kemp’s budget cut funding for:
Pre-K to 12th: $416M
Higher Ed: $145M
Health: $44M
DHS &amp; DOL: $14M
Other state agencies: $230M
We don’t have $710M to spare, Brian. https://t.co/QvdHqbULKT",Atlanta,55
185684,GA,2021,6,"La lucha continúa, no bajemos la guardia! #14deJunio #COVID19 #vaccinated #pandemia #coronavirus #vaccine https://t.co/49QbsxgxpT",Atlanta,45
194603,GA,2021,6,"Georgia will delay the rollout of its limited Medicaid expansion for at least another month amid increased scrutiny from the Biden administration. #gapol

https://t.co/eDwGLX3rrN",Sandy Springs,29
201392,GA,2021,7,"Every time I am in Savannah, I try to get myself a slice of pecan pie. Best served hot with a scoop of vanilla ice cream—and after a COVID-19 vaccine. Happy to spend my day with @FLOTUS and @MayorJohnsonSAV urging all Georgians to get vaccinated as soon as possible. https://t.co/H4yCycccOv",Savannah,1706
209642,GA,2021,7,"#Vaccine preventable dz:
Measles
Pertussis
Polio
Rubella
Hepatitis A
Hepatitis B
Rabies
Mumps
Yellow fever
Varicella 
Diphtheria
HPV
Influenza 
Smallpox - eradicated
Sarscov2 etc
Most adults refusing #COVID19 vaccines will not be here without childhood vaccination.
#VaccinesWork",Druid Hills,1180
209951,GA,2021,7,"2 people I know who are fully vaccinated, tested (+) for #COVID19  this week. Mild symptoms that resolved within 3d.
The #vaccines do not need to be sterilizing. They are meant to protect from severe dz &amp; to keep people from dying. They remain highly effective for these purposes.",Druid Hills,343
212096,GA,2021,7,3/3 of my patients who had previously categorically declined #COVID19 vaccination got vaccinated in clinic today. I think the rising case numbers from #DeltaVariant and the fact that those sick enough to need hospitalization are mostly unvaccinated is striking a chord with some.,Atlanta,270
205971,GA,2021,7,"Question 25 (Survey): We are in the midst of two pandemics; COVID-19 and the troublesome HARD (hate,anger,rage,division) pandemic; both menacing and sometimes lethal. We must stand together and vanquish both. With that as a backdrop, what’s the leading cause of the HARD pandemic?",Kennesaw,189
264944,GA,2021,8,"Meanwhile, 98% of Africans are still unvaccinated https://t.co/K42CpQDHCv",Atlanta,871
263075,GA,2021,8,Rise up https://t.co/cO2qNVwKJq,Dunwoody,612
279311,GA,2021,8,"Reminder for those that need to hear it. 

There are almost 1 million doctors in the U.S. We are Republicans, Democrats, &amp; Independents. We are White, Black, Latino, Asian and multiracial. 

***Nearly ALL of us have chosen to receive a COVID-19 vaccine***

https://t.co/BdSC5fN93v",Decatur,514
278920,GA,2021,8,"Tonight‘s episode of Porch Time With Craig deals with the weighty topics such as cancer, COVID-19 and our preferences for spicy wings. Oh, and Craig’s arm hair. 🙄😋🐻 https://t.co/aPxvULzfIa",Atlanta,365
245323,GA,2021,8,"Question 30 (Survey): To suffer and die is sad. To suffer and die needlessly is tragic. Covid-19 has ravaged the human landscape, killing loved ones, friends, and acquaintances. It’s a cold blooded killer. With that in mind, what’s the main reason people avoid getting vaccinated.",Kennesaw,288
309639,GA,2021,9,"China já vacinou 78% da população, 1.1B pessoas https://t.co/80R5NiGhpf",Calhoun,378
302530,GA,2021,9,Georgia professors to demonstrate for tougher COVID-19 guidelines. Several thousand faculty members and supporters statewide have signed petitions seeking mandates and latitude to teach remotely. #gapol https://t.co/EhPQOrxSDq,Dunwoody,300
302125,GA,2021,9,"Hey Twitter, my family recently lost my brother to Covid19 please don’t just ignore this tweet.

My family cannot afford his funeral expenses &amp; we were not able to prepare financially. 
Please send what you can, please don’t just scroll by. 

$treexhouse 
Venmo: @mbenz42",Douglasville,269
298785,GA,2021,9,"The coronavirus surge in Georgia is taking a lethal toll on the unvaccinated, straining hospitals across the state to their breaking points. #gapol https://t.co/bSazAIaLRF",Dunwoody,259
300126,GA,2021,9,Oy. More than a dozen gorillas at Zoo Atlanta diagnosed with COVID-19 https://t.co/O6HYhM66Lv,Athens,185
326420,GA,2021,10,"COVID-19 cases in Georgia continue to fall at a rapid rate. 7 day moving avg is down to 2,266/day from the peak of 6,966/day on 9/1 nearly a 70% drop in just over a month.  Driven by vaccine &amp; those recovered from having gotten the infection. Need to keep up the vaccinations.",Atlanta,454
340072,GA,2021,10,"Grateful. 
Hopeful.
Determined. 

Three words that describe how I feel when I walk into @GradyHealth every day. Thank you @ajc for listening and for giving us space to honor our patients. 

#blackwhysmatter 👊🏽
#supportisaverb 🏥
#humanismalways 💛

https://t.co/rmt4R8cx6N",Druid Hills,294
321372,GA,2021,10,"Happy to announce that it has passed the two weeks incubation period for COVID &amp; @renderATL has had ZERO reported cases of attendees, volunteers, or staff contracting COVID-19

We took your health-security extremely seriously and it paid off in a undeniable way 🎉 💉 #RenderATL https://t.co/kPUnMgyHep",Atlanta,192
323784,GA,2021,10,"More jolt: A new federal report shows that COVID-19 vaccinations may have helped prevent thousands of new hospitalizations and hundreds of deaths among older Georgians. #gapol 

https://t.co/HdQUDai5ac",Dunwoody,127
340432,GA,2021,10,My 5-year-old nephew can get vaccinated! 🙏🙏🙏 https://t.co/ujG8z1eVFF,Atlanta,114
351529,GA,2021,11,"Mandate vaccines for everything  - travel, movies, restaurants, concerts etc. I have tried everything I can as a family doctor. I am tired of seeing my patients suffer from #LongCovid. It pains me to fill disability paperwork for young &amp; healthy COVID patients. @DrRobDavidson https://t.co/mwULZLAQPr",Atlanta,339
347942,GA,2021,11,"Question 42 (Survey): We are still in the midst of a pandemic that’s killed over 750,000 in the U.S. and 5.1 million worldwide; a tragedy of historic proportions. With that in mind, what are you relying on to fight the Covid-19 pandemic.",Kennesaw,164
347125,GA,2021,11,"I’m grateful for the science (especially the clinical trial participants) that made this moment happen.

From this ID physician to the parents out there, please talk to your child’s pediatrician about the benefits of #COVID19 vaccination for them and your family. #VaccinesWork https://t.co/K6toZhOOJT",Atlanta,64
348642,GA,2021,11,"“It’s good news with caution.” Georgia’s latest coronavirus surge is in a solid state of retreat
https://t.co/v61Wy4eqTj",Dunwoody,56
345050,GA,2021,11,"Makes my heart hurt to think about so many lives unnecessarily lost because of poor leadership and misinformation.  Please get vaccinated.  This is not over.  #COVID Pandemic deaths in Georgia reach 25,000 https://t.co/rHFsPGfMzD",Sandy Springs,30
369993,GA,2021,12,THAT NIGGA IS WASHED https://t.co/UO4lvD1XmZ,Atlanta,547
381164,GA,2021,12,Atlanta has reinstated a mask mandate as the omicron variant causes a new spike in coronavirus cases across the nation. #gapol https://t.co/g3RJhv63ZI,Atlanta,459
375432,GA,2021,12,Lol…iight Nigga https://t.co/Kf4PchgTzU,Atlanta,437
392182,GA,2021,12,Well when your messaging has consistently been “talk to your doctor about your health choices” and suing over vaccine mandates this is the result you get. https://t.co/WX1sOur64j,Atlanta,302
394957,GA,2021,12,BOVID-19 going seven 30 https://t.co/fFhB8TznSR,Atlanta,283
402266,GA,2022,1,I'm seeing cases of myocarditis (heart damage) due to COVID-19 &amp; they are not even close to being mild.,Atlanta,18123
398694,GA,2022,1,I think we may be underappreciating the amount of in-hospital COVID-19 transmission.,Atlanta,1561
397325,GA,2022,1,"NEW - Rep. Marjorie Taylor Greene’s personal twitter account is PERMANENTLY suspended after repeatedly violating the site’s COVID-19 misinformation policy. #gapol 

This, after posting a long misleading thread about the coronavirus yesterday. https://t.co/Tsg6nfI85r",Atlanta,1064
402641,GA,2022,1,"@carrie0marie @Cleavon_MD I am also a healthcare worker. Knowing people are getting sick with COVID-19 won't make me quit. I want to inform people, not scare them, &amp; hope they protect themselves &amp; others.",Atlanta,674
415179,GA,2022,1,"Just in: Former Sen. David Perdue tested positive for coronavirus a few hours after speaking at the Faith and Freedom luncheon. Perdue, who is vaccinated and boosted, isn’t experiencing any symptoms. #gapol https://t.co/aWqlAgiweH",Dunwoody,167
420014,GA,2022,2,"The gap between Black Georgians who have received the coronavirus vaccine and the rest of the state is narrowing.

 https://t.co/9Xzb1SPW0i",Dunwoody,79
420648,GA,2022,2,"Someday, the idea that cloth masks and plexiglass dividers could stop Covid-19 will be viewed in the same way we now view some of the most absurd pre-modern medical beliefs. Like essential oils.",Rome,41
419556,GA,2022,2,"My son went to school yesterday after his 5 days of covid19 isolation.  He is still sick and will stay home today. It takes more than 5 days to recover from covid19. 
Take care of yourselves, family. https://t.co/2wfXxnSmtG",Atlanta,31
424405,GA,2022,2,"@SenSanders Ask your friend that ""decent man"" @JoeBiden. He's beating the war drums and pretending #COVID19 is over.",Atlanta,13
418309,GA,2022,2,This was me last week working from home sick with Covid19. 🥴😄 https://t.co/cnKgC1WDFq,Atlanta,11
432069,GA,2022,3,"On a panel with @kenanthompson and Georgia voters, Stacey Abrams knocks Kemp for promoting spending federal coronavirus relief dollars that the GOP opposed. 
“Unfortunately, the current governor is spending it — and pretending he had something to do with bringing it.” #gapol https://t.co/WZAva97Tak",Dunwoody,104
427439,GA,2022,3,"Atlanta, GA - Local officials have lifted all COVID-19 restrictions for @BuckheadTheatre
Negative COVID tests / Proof of Vaccination is NO LONGER REQUIRED for this show. We hope to see y’all there. 🤠🎻🍻 https://t.co/fWltHrDBLn",Atlanta,35
429861,GA,2022,3,"Putting our heads in the sand &amp; pretending the virus isn’t here anymore will only make the pandemic worse. While “more than 9,000 Americans per week continue to die of covid-19”—it is inconceivable how anyone in govt could think dropping funding for testing and treatment is ok 😫 https://t.co/jPvZt1BaXj",North Decatur,28
427840,GA,2022,3,"""According to U.S. Postal Service (USPS), Americans can start placing their orders for the second round of free at-home #COVID19  tests next week.""

https://t.co/HBsDpnLlJs",East Point,19
428842,GA,2022,3,This bullying behavior from Western countries and their satellites is what the global south is sick of. The priority for Global South countries is breaking free from dependency on the West. https://t.co/YAymsF7dXo,Belvedere Park,17
440740,GA,2022,4,"Just in: The Biden administration has officially suspended Gov. Brian Kemp’s proposal to block Georgians from shopping for health insurance plans on the Affordable Care Act marketplace later this year. #gapol 
https://t.co/k3loaveFId",Dunwoody,1593
440706,GA,2022,4,Second COVID-19 booster and 1st Shingles vaccine shot: ✔️.,Macon,92
436839,GA,2022,4,It's like Democrats want to lose at this point https://t.co/hyEKbTaKri,Mableton,70
437569,GA,2022,4,COVID-19 ain’t over folks.,Warner Robins,29
435550,GA,2022,4,Rochelle Walensky has been an awful CDC director. She is the direct source of most of the confusion and mixed-messaging that we have had to deal with https://t.co/SAcbw0pn2l,Mableton,20
447267,GA,2022,5,"The left loves to say “#2000mules can’t be real because geotracking is bullshit” but didn’t THEY come up with a COVID-19 Geotacker, Uber &amp; EVERY food delivery company now has a geotracker “for your safety,” so tell me again how “unreliable” the science is!?!",St Simons,1563
443258,GA,2022,5,"I am regretting making travel plans this summer. 
Feels like I signing up for #covid19 roulette.",Atlanta,40
443033,GA,2022,5,Upiór wyciągnięty z szafy. Kasa się zgadza? https://t.co/eHcj2rnZk2,Lawrenceville,37
446424,GA,2022,5,"Georgia here is the person that I trust to take care of the people. @Cannonfor58 

Funded Quality Basic Education 

Supported COVID-19 work relief 

Allocated $28M to Maternal Health

Created $300K HIV PreP program

Made $50,000 homestead exemption

Passed Land Trust referendum https://t.co/UmWK2oiXMf",Atlanta,26
442680,GA,2022,5,"2 years ago today, Roy Uwe Ludwig Horn, whose collaboration with Siegfried Fischbacher created the well-known animal training and magic duo Siegfried &amp; Roy, died of complications from COVID-19 Friday in Las Vegas. I was blessed to have met him &amp; Siegfried at their show in Vegas. https://t.co/w7BopTb8s3",Kennesaw,25
478056,GA,2022,6,"A COVID-19 outbreak has disrupted the Governor’s Honors Program in Georgia, and dozens of students, faculty and staff have been sent home to quarantine after testing positive.  https://t.co/4VI9BqJ9Id",Dunwoody,61
478232,GA,2022,6,I’m going to be discharged from the hospital today. Praise God. I survived Covid-19 and sepsis. The movement continues.,Conyers,55
477564,GA,2022,6,"Rapid antigen #COVID19 tests are 🗑 when it comes to detecting early disease, even with mild symptoms.

Get a PCR test if you want to make sure. 

P.S. - stop saying it's ""your allergies"" - get a PCR test first.

Thanks for coming to my TED talk.",East Point,36
448286,GA,2022,6,Everybody negative on #COVID19 tests but positively excited to be here for our pre @eeid2022 workshop to breaking down old eeid ideas to include social + behavior holistically &amp; tackle fundamental gaps in #eeid https://t.co/FDVwKgRfi5 https://t.co/sZOkbY9ofy,Druid Hills,35
449732,GA,2022,6,‘There is sufficient evidence of #adverse events relating to #COVID19 #vaccines to indicate that a product recall is immediately necessary.’ https://t.co/JhPADZwd3B https://t.co/vNYFYZBwaE,Lithia Springs,32
480141,GA,2022,7,More jolt: So what did Herschel Walker say at the Hall County GOP meeting that his aides were so worried about? A fairly typical stump speech mixed w/ claims that China created the coronavirus and that US government is “enslaving all of you.” #gapol #gasen https://t.co/TO0lp89MVd,Dunwoody,188
482362,GA,2022,7,Dang. Praying for a quick recovery. https://t.co/CtmEIKQF8r,Valdosta,123
480378,GA,2022,7,"The Jolt: Most political candidates wouldn’t want to prolong a negative story. But Herschel Walker’s camp thinks it sees opportunity in the aftermath of his mystifying comments about the origins of air pollution and the coronavirus. #gapol #gasen
https://t.co/TqwMVmSquO",Dunwoody,78
484256,GA,2022,7,Aca desde la distancia apoyando al 40vo Congreso de Medicina Interna @OficialAmig Muchas Gracias x la invitación @_AGEI &amp; Dr Ismael Guzman Seguimos con el tratamiento de #COVID19 https://t.co/BWiJWzEtkm,North Decatur,28
482079,GA,2022,7,There’s so much we don’t know about #covid &amp; the future of this virus. One thing we do know is repeat infections increases one’s risk of brain &amp; heart inflammation. We must not ignore #LongCovid. https://t.co/0KowFSNwoN,Vinings,22
489395,GA,2022,8,Nigga got the big 3 😭 https://t.co/69iSrF0lvH,Kennesaw,985
486336,GA,2022,8,"BTW in case you are wondering, the rise of Covid, monkeypox, polio is not an accident, it’s the confluence of a unique set of social determinants and climate change. In my book (attached) i benchmark 2014-15 when it started to accelerate https://t.co/ifezYpHcQO",Atlanta,461
486447,GA,2022,8,"And BTW we delivered on this grant big time. We not only made a SARS vaccine but the information gained from this research led to a COVID19 vaccine for global health, administered to more than 70 million doses to adolescents in India, best use of U.S. taxpayer money imaginable",College Park,430
491030,GA,2022,8,"Seismic news for Atlanta’s fragile healthcare system.  
Wellstar Health System is in talks about potentially closing Atlanta Medical Center, a 460-bed hospital in downtown Atlanta and a century-old anchor of the city’s health care. #gapol

https://t.co/Y1X5IwvCkq",Marietta,190
491159,GA,2022,8,"Our earlier report has been confirmed, with Wellstar making the sad news official: The Atlanta Medical Center will close on Nov. 1. #gapol https://t.co/tWcBOcZHT7 https://t.co/fbD6lw3ZaS",Dunwoody,163
491321,GA,2022,9,"A “public health emergency.” “Incredibly tragic.” “People need this hospital.” 
The shocking news of downtown Atlanta hospital closure turns to dread #gapol  https://t.co/bbDc1EqkEM",Dunwoody,103
492924,GA,2022,9,Please don’t compare the common cold to COVID. There is nothing common about #COVID19. Unless you think 400 people dying daily is “common”.,Atlanta,34
491329,GA,2022,9,"“Every day, every single one of our inpatient beds is full and there’s patients waiting,” said the CEO of Grady Memorial Hospital. “I am very concerned about patients who are going to be left without a source of care or source of access.” https://t.co/OEtqH4pP7z",Dunwoody,32
495632,GA,2022,9,"When you’re generally feeling optimistic about COVID19, this happens. @wearfigs @kenjeong #Soca #Dancehall #Jamaica https://t.co/2dzzstaGYj",Atlanta,21
491769,GA,2022,9,"""There has been a big variance in China and India weightings in the EM gauge over the past two years as their market performance diverged — with a regulatory crackdown and stringent Covid-19 curbs causing investors to flee Chinese stocks.""

https://t.co/qLJBxNTw7K",Atlanta,19
498177,GA,2022,10,"An sad, sad day in our city’s history. Staff, patients say goodbye to AMC’s emergency room #gapol  https://t.co/zKJtTsGk7C",Savannah,60
500754,GA,2022,10,"Symptoms of #Covid19 are coming on quicker than our ability 2 see a pos PCR test. 

Dear health privileged allies: 

*Learn how to check in w/ your body &amp; notice when something is off &amp; quarantine appropriately*

Sincerely,
The folks whose life depends on your awareness. 
#MECFS",Atlanta,18
496215,GA,2022,10,"Congratulations to @CarlosAlvQ ,Roman Macaya @HarvardChanSPH !  We need to document that public health experience https://t.co/85EOidwQ0C",Decatur,10
497471,GA,2022,10,"INCUBATION POLL # 1 from likely exposure to positive test👇 

If u got COVID after June 1, 2022, how many days after your likely exposure did u test positive?

Let’s see if we can get some real time data on incubation times, f/ likely exposure to positive test #Covid19 #LongCovid",Atlanta,8
497981,GA,2022,10,@loopmaatjes aan en lichaam testen . eerste run na mijn covid besmetting . viel erg zwaar maar was heerlijk om weer te doen #hardlopen #hardloper #covid #COVID19 https://t.co/4aodhb2E0m,Athens,8
503092,GA,2022,11,"Now instead of dealing w/ hospitalizations &amp; death from #COVID19 we are facing a disabling form of the illness called #LongCovid which is resembling autoimmune like diseases, #Fibromyalgia &amp; #CFS.",Atlanta,35
503353,GA,2022,11,Here is why you should take #Paxlovid if you get infected w/ #covid19. It prevents the progression to severe disease &amp; now studies show it could also decrease the risk of #Longcovid! #reboundcovid. https://t.co/gQnRYKA2zx,Vinings,33
501878,GA,2022,11,"Power to the Patients, No Delay. 

@r_prior &amp; I, both who live w/ #MECFS set out to give patients a voice &amp; delve into what it means to be sick, &amp; mostly what it means to be human in the 📕#TheLongHaul. 

Now we are on a team full of people headed to democratize science @dana_fdn https://t.co/vSmGW6GLk6",Atlanta,32
502455,GA,2022,11,@EWErickson https://t.co/Ll8rEOSsL3,Rockmart,10
503771,GA,2022,11,Cold dry conditions stabilize viruses like #COVID19 &amp; that’s why it can survive longer on surfaces when we turn the heat on in our homes. The air is dry &amp; not well ventilated. Here’s hoping winter is mild this year @TWCAlexWilson!  @TheWeatherCH https://t.co/I863JsSDQH,Atlanta,10
16187,GU,2021,1,"Very good news. ""Sera of 20 participants in a previously reported [Pfizer vaccine] trial ...  had equivalent neutralizing titers to the N501 and Y501 viruses."" https://t.co/lrJYG7JRiS (preprint) https://t.co/k27z8Jo843",Afame,2
20055,GU,2021,1,"To date, there have been a total of 7,412 officially reported cases of COVID-19 with 124 deaths, 142 cases in active isolation and 7,146 not in active isolation.

TODAY’S CAR SCORE: 1.3 

#NewsFirst #PNCGUAM

## https://t.co/1QXEXrAmEi",Astumbo,2
21611,GU,2021,1,"To date, there have been a total of 7,423 officially reported cases of COVID-19 with 124 deaths, 135 cases in active isolation and 7,164 not in active isolation.

TODAY’S CAR SCORE: 1.5

#NewsFirst #PNCGUAM 

## https://t.co/yr1x9hjwiM",Astumbo,1
24093,GU,2021,1,"To date, there have been a total of 7,429 officially reported cases of COVID-19 with 124 deaths, 116 cases in active isolation and 7,189 not in active isolation.

TODAY’S CAR SCORE: 1.4 

#NewsFirst #PNCGUAM

## https://t.co/aRrFTHv5n0",Astumbo,1
421,GU,2021,1,"To date, there have been a total of 7,326 officially reported cases of COVID-19 with 122 deaths, 157 cases in active isolation and 7,047 not in active isolation.

TODAY’S CAR SCORE: 0.5

#NewsFirst #PNCGUAM

## https://t.co/kOv6X7dtYy",Astumbo,0
507615,GU,2021,2,"One year ago, Chinese #ophthalmologist succomed to COVID19, but not before sounding the alarm, and being arrested for it.  #MedTwitter #Ophthotwitter #Ophthalmology https://t.co/Eei0KPx1OU",Afame,4
514372,GU,2021,2,"To date, there have been a total of 7,686 officially reported cases of COVID-19 with 130 deaths, 89 cases in active isolation, and 7,467 not in active isolation.

#PNCGUAM #NewsFirst 

## https://t.co/aN6OHj6iN6",Astumbo,0
204521,GU,2021,7,I told y’all they can’t make baby powder right and y’all trusted them with a vaccine. https://t.co/mPV98hCESt,Andersen Air Force Base,0
314507,GU,2021,9,"CDC panel mostly follows FDA recommendations. 

NOT YET approved for healthcare workers! 

CDC Director has final say. 

https://t.co/cBdr3Od9G8?",Afame,2
325311,GU,2021,10,"EUA decision possibly before Christmas for children 5 to 12.

This may only represent 10% of the total #GU population, roughly 1/3 of the remaining unvaccinated in Guam. 

BUT will help keep schools open and kids learning face to face! And increase total % of population vaxed! https://t.co/psDjT4sMku",Afame,2
2550,HI,2021,1,The first paper that has 57 centers around the world showing the data of outpatient treatment. Early treatment is key to survival. https://t.co/EAs3aPhG8E,Lahaina,64
467176,HI,2021,1,"Having inherited what some experts describe as one of the best pandemic preparedness plans in the world, Trump fired his top biosecurity adviser, allowed his global health unit to be disbanded, and downplayed the coronavirus during the crucial early weeks of the outbreak.",Pearl City,42
9027,HI,2021,1,"“In 2021, either you will get the virus, or the vaccine. Team vaccine has not yet killed anyone, while team virus has killed 300K+ in less than a yr. I’m w/the team w/less deaths. Give me the vaccine.”

#COVID19 Wisdom from my friend. @BishopJakes   

I’m w/him. 👏🏽",Wailea,27
455466,HI,2021,1,Great news - Biden administration says #ASL interpreters will now be at every @WhiteHouse press briefing — ICYMI: Here’s our story highlighting @HonoluluGov leading the way for deaf community during the pandemic and need for more interpreters in Hawaii @KITV4 ⤵️ https://t.co/Ie4T7XUVOQ,Honolulu,21
465825,HI,2021,1,"Both President Biden &amp; VP Harris have gotten #COVID19 vaccine — In Hawaii, @GovHawaii David Ige says he hasn’t gotten his yet and will wait when it’s his turn, while Lt. Gov. Josh Green got his vaccine because he’s also a doctor and qualified as frontline health worker @KITV4",Honolulu,20
54146,HI,2021,2,"BREAKING: Oahu moving into Tier 3 of reopening after weeks of low #COVID19 cases:
&gt;&gt; Gatherings up to 10 people
&gt;&gt; Restaurants open at full capacity @KITV4 #Hawaii",Pupukea,97
468209,HI,2021,2,Just wow https://t.co/4OC5BV81ve,Pearl City,35
518068,HI,2021,2,"Anyone else in Hawaii get this notification? — (Didn’t have any exposure, it was trying to get me to change my iPhone settings to sign up for the app) #COVID19 https://t.co/qTWXw5rmWn",Honolulu,34
512307,HI,2021,2,Another day of low cases! — only 26 reported Tuesday on Oahu #COVID19 #Hawaii https://t.co/fjaWHmgZZc,Kailua,30
506211,HI,2021,2,"First case of UK variant of #COVID19 in Hawaii was discovered on Oahu — person did not have any history of travel, indicates case came from community spread @KITV4",Honolulu,29
96077,HI,2021,3,"Did @Slate publish this just so people would hate read and share it? I’m not going to link, but the writer says they knowingly flew to Kona without having an approved COVID-19 test. The entitlement is astounding. Hawai‘i is not your pandemic playground. https://t.co/Zt0pACGRa0",Honolulu,231
91769,HI,2021,3,"Mahalo to our medical team, administration, players, and staff who all stepped up to make this season happen without a single positive COVID-19 case!

✈️ 21,021 miles traveled 
🏨 22 hotel nights
🏀 21 games played 
😷 1,480 COVID-19 tests 
🦠 0.0% positivity rate. 

#HawaiiMBB https://t.co/7LvLXiXjez",Honolulu,128
110044,HI,2021,3,Its Monday &amp; a new week but Im still reflecting on this past weekends successful COVID-19 vaccination effort in Hawai’i &amp; very appreciative of all the volunteers &amp; their families giving up their Saturday to help get this done. Mahalo! 🤙🏽 https://t.co/Qp4kYHyZaF,Hilo,106
88631,HI,2021,3,"Aina Haina resident Henry Ishida is celebrating his 100th Birthday today with a COVID-19 friendly drive through celebration. 

He was a member of the 442nd Regimental Combat Team during World War Two.

He says the secret to living long is to stay happy every day. https://t.co/40AYDrZtdd",Honolulu,92
109402,HI,2021,3,"Happy Sunday from @fsoahu, which reopened this month after months of being closed due to #covid19. The luxe hotel at #KoOlina has been refreshed, too. ✨ https://t.co/22eDxKdpZH",Ko Olina,84
127260,HI,2021,4,Its been a year due to COVID-19 since I attended drill in person as a @HiAirGuard traditional guardsman. First order of business...lab work with the HIANG 154th MDG. 💉 https://t.co/Si9ysYLyZm,Joint Base Pearl Harbor-Hickam,233
122269,HI,2021,4,Lots of maskless tourists walking around Waikiki these days — State Rep. @adrianktam calling on @honolulupolice to step up enforcement @KITV4 https://t.co/RSaVCTYHnR,Honolulu,97
129323,HI,2021,4,FULLY VACCINATED 💉 #COVID19 #vaccine #grateful,Honolulu,80
143717,HI,2021,4,Trump: the gift that just keeps giving. https://t.co/UTyr1X9buB,Kaanapali,68
122158,HI,2021,4,"With the COVID-19 numbers and tourism rates rising, it is essential to enforce our mask mandates. Waikiki may be a tourism destination to some, but to us, it is a neighborhood. We are asking HPD better to enforce mask mandates, particularly around the Waikiki area. https://t.co/V5ZhR9ldaX",Honolulu,67
151236,HI,2021,5,"@VolleyChickDi “Vaccine shedding” is an old (and unscientific) idea that long predates the COVID-19 vaccines.

Putin is laughing his ass off at how much he has fµcked up discourse and behavior in the United States.

Sadly, Russians today think they are winning when their “rivals” are suffering.",Honolulu,43
168811,HI,2021,5,"BREAKING: @GovHawaii reinstating requirement that people on unemployment benefits search for work starting May 30th — this is normally a requirement for benefits, but rules were relaxed due to the #COVID19 pandemic @KITV4",Honolulu,37
155791,HI,2021,5,"Only on @KITV4: John Bryan travelled all the way from Japan home to Kaneohe just to get his #COVID19 vaccine — @HawaiiDOH says with extra supply, while they’re prioritizing #Hawaii residents, they are allowing any U.S. citizen or U.S. residents to get #Vaccinated in our state https://t.co/kbVx0zfgHZ",Honolulu,27
156655,HI,2021,5,"Hawaii gearing up to get kids 12 and older vaccinated, if Pfizer gets approval — @HawaiiDOH says state orders of Pfizer ⬆️ and Moderna ⬇️ to make sure there’s enough supply once decision is made @KITV4 #COVID19 #Vaccine",Honolulu,24
152041,HI,2021,5,"Going across the world for a vaccine — Hawaii native John Bryan has lived in Japan for 15 years — he’s flying home just to get his #COVID19 vaccine on Thursday — Japan hasn’t rolled out its vaccine, and appointments in Hawaii have become wide open @KITV4 https://t.co/uAvZjpbEUh",Honolulu,20
